Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
21,0.5320021989772914,0.4051574503295845,0.05153397768350865,2.1037912087388088e-05,9.797961103957597e-05,0.0012044065470597338,0.008370968542065652,1.2868082441789484e-05,4.127715659075931e-05,0.001557835158330338
22,0.8333371561460519,0.005677874194930155,0.01791295410872168,0.0055550177221472844,0.007175333110503791,0.014027362707624346,0.08570738315159535,0.008973362829549001,0.009995007931529621,0.011638548097346947
23,0.9131381449130441,0.004924482991844601,0.006525115738351982,0.028394155130606637,0.033489032139964355,0.005037472737840867,0.0024957348763167547,0.002631264912734709,4.0595820889362236e-05,0.003324000738406601
24,0.32468479454668303,0.4544383027591902,0.00034963840510360495,0.03180606501527145,0.00019923905437226709,0.05195383308284939,0.013173625498089543,0.11619524910302655,0.00030495096455889604,0.00689430157085504
25,0.6242800352187401,0.11256906027901037,0.07890813583081743,0.00027195109092710817,0.0015689150397242976,0.0018655344412387585,0.01698675128452621,0.1611112052486146,0.00012130123120912923,0.002317110335191912
26,0.0512938992157537,0.18180255363885842,0.0036752854944003704,0.48355330639644567,0.09079245683782595,0.0093030680957605,0.05911119809829484,0.0009694943553314698,0.0005245067202451348,0.11897423114708373
27,0.05551113537085412,0.4783987781632998,0.3471907313690346,0.01764221641554842,0.0005361638208395045,0.07517050710721318,0.00325311627786073,1.505080502486087e-05,0.021835725210891208,0.0004465754594336156
28,0.3704598161628162,0.001019629895783123,0.005207687135539431,0.00756042192273941,0.02439222258499159,0.00489063278022153,0.018876081878661178,0.537937765928365,0.018205516927304266,0.011450224783578255
29,0.44156818168469053,0.0009170582095036388,0.0009535906861120244,0.0020262380353234816,0.047015858376844834,0.032134159223638666,0.005271411818687785,0.32135008573885726,0.14471080055572536,0.00405261567061634
30,0.9258110833854812,0.0043803254909643855,0.0026437162402966775,0.0009044078326628218,0.034306155503275454,0.008786292063505147,0.008425775036520596,0.014213898209234492,0.0004909841608774254,3.736207718175175e-05
31,0.05984730622465305,0.029221304914146144,0.0019169447815815543,0.4953055116155864,0.004100274026949535,0.010947499766253841,0.016035228335576104,0.009033375996065806,2.594746236207188e-05,0.3735666068768254
32,0.7742810291042379,0.006162191395614266,0.019541700564831906,4.4847013565443676e-05,0.00011275537712267159,1.4604179482806944e-05,0.005662778185596564,0.000926413129159304,0.00012241965265865032,0.19313126139773054
33,0.49461211423407014,0.049770640193316944,0.003516393632413098,0.0003897937226956109,0.0010801617727343774,0.0019500612346821568,0.22783733566389117,0.19170256933847807,0.00013156908882431078,0.029009361118894218
34,0.26548983012723265,0.007601801151211764,0.004624336603039212,0.04020830787227406,0.03820497833347533,0.11093467769767046,0.006285960549679983,0.1432913867292722,0.3542513491263421,0.029107371809802274
35,0.14844137107474867,0.09692098632976186,0.0028279283853371905,0.6860945919184367,0.0035641765124575426,0.01709064985433298,0.007663467644990896,0.00312365476262947,0.0003356179037651738,0.03393755561353956
36,0.042240535364036,0.1498827086130901,0.037761814465039754,0.022807788042305627,0.010921711091299831,0.7197915158270108,0.00014692592553436113,0.0007205322707010363,7.14719238024161e-06,0.01571932120860219
37,0.8795731774153955,0.018035221155386142,0.00040999516380013987,0.07449568528205311,0.006608975542751406,0.008528147050737879,0.0007954032970128358,0.0075842514197620396,9.434399863069681e-06,0.003959709273237788
38,0.982567079041327,0.003062858783625585,0.0007584893177150023,5.242661266915596e-05,0.005822881260450757,0.000571289964845148,0.0012973748280645779,0.0007229040885362443,0.005116755124191206,2.794097857548751e-05
39,0.9859209277194583,0.005886191629216061,0.0010044608043336732,0.0005037996315594932,0.0028858386182519517,0.00017206903487965348,4.9506671213950865e-05,0.0018821966961492494,0.00046517406167159286,0.0012298351332662922
40,0.12890855062816672,0.6611526545052745,0.005306707869736898,0.09043715318859583,0.05207289897407027,0.043365532262369604,0.006204601684351268,0.000708220629274627,0.009444194301561636,0.0023994859565987453
41,0.8572970621616655,0.00841293747065697,0.0022719254335529307,0.000825900798379193,0.021096611557884264,0.03530184447067639,0.008515739110391123,0.01230892200054146,0.004364006274844658,0.0496050507214077
42,0.4912637316731074,0.4952281550094009,9.007834887951106e-05,0.0009477844655978086,0.0015898615725496695,0.00012706855227409387,0.001115092225625682,0.00114849060920044,0.005894964507546886,0.00259477303581776
43,0.0908866425806823,0.0002907003105832356,0.4518334401209364,0.0004745172346738673,0.0005576771600921055,0.031728408109296155,0.0044732499486201715,0.00748075209670747,0.0004311610031406909,0.41184345143526746
44,0.5656929190059624,0.039933411642386764,0.10987910482469726,0.029642320218223935,0.02075658001562498,0.06107915042917817,0.007524806680867983,0.15338624838038384,0.007624479314384714,0.004480979488289879
45,0.9056862490547973,0.03731894349653953,0.0012334592107887486,0.00983101864225797,0.005242868301569196,0.002610349676634173,0.01816781549838745,0.004217673258169553,0.003744333694858178,0.011947289165997866
46,0.2040143769968005,0.7738428251829652,0.00044212870643048905,0.0009294466763486305,0.0156269676961615,0.003957678955367317,0.0009457337328165641,0.00018100193155012203,3.170578131371889e-05,2.8134340245870356e-05
47,0.4862516990693874,0.4786919315503321,0.00193043433986856,0.008121115440767107,0.004615497717191892,0.00034042099652249654,0.01705705953076266,2.3152308828124672e-05,0.0027684324352018276,0.00020025661113797833
48,0.8808897485207009,0.08972503107164302,0.0008599646250981686,0.0015475545903044154,0.008998214915167535,0.0020515335597775944,0.015033595190625953,0.00022324597979453666,3.797968008423992e-06,0.0006673135788794566
49,0.1336354004814912,0.005110581044401485,0.00034705161888182184,0.25875008528647925,0.012897941686829246,0.1467637655773393,0.002071459417956374,0.43730593518388006,9.809269864089978e-06,0.003107970432877148
50,0.6153956487184655,0.07204390415400957,0.0010887416134280497,0.028690681048977495,0.014651662792821726,0.1224242842079274,0.08797223591505937,0.02435402557304128,0.02955631454532238,0.0038225014309471806
51,0.23038423359343838,0.75723235082418,0.011468194706020897,3.120786246980625e-05,3.250187708467054e-05,0.0008115875995690272,3.289308676564031e-05,1.0144460982406199e-08,6.9945641409304156e-06,2.5741869685831736e-08
52,0.14155682996477498,0.007966077031392316,0.5948563579245839,0.04083117962368249,0.07518044098542435,0.12404131281955855,0.000985092212607634,0.0009903892298611656,0.013576775331741238,1.554487637321823e-05
53,0.07659244241022856,0.022042330356015664,0.002158447773324479,0.40692106002302103,0.031203477941920115,0.04885491882247874,0.39796736999191684,0.0017919142533135597,0.008443526753123874,0.0040245116746571025
54,0.5566143631468358,0.01101048958572464,0.00013853846400398452,0.018115125187274008,0.09331277778301857,0.010322236843843636,0.003441962935181278,0.29215361053809025,0.005288398607801641,0.009602496908226262
55,0.020495658366896714,0.011230563140187586,0.9310244104682435,0.00016224639776317494,0.009328648821374566,0.02048303382367976,0.00040700763851978867,0.0001094003751808559,0.006748464960182819,1.05660079710338e-05
56,0.05011580375290134,0.026164721749616992,0.834634724818189,0.006271955789703854,0.04158854850809636,0.010443911558803802,0.00471570228551858,0.0008012750554700825,0.011293694587454849,0.013969661894244959
57,0.007505682897782772,0.030694755076028854,0.0013213220424758772,0.0024604433012794685,0.24610709236659112,0.06996523166101432,0.11718168409470756,0.0030073536055891755,0.42135242301272624,0.10040401194180472
58,0.9414835162260163,0.028776226263590308,0.007607149399666074,4.1808229002029284e-05,0.011171922191728243,5.249023253022984e-05,0.0005686950748077319,0.0098767553420418,4.457808580608913e-07,0.00042099125975914405
59,0.0014194834153039065,0.033015847165238026,0.6362722850007694,0.001900872604640032,0.06889266412666764,0.18946657748772622,5.729911894171825e-05,2.78331900063354e-06,0.06894312155842279,2.9066203289732862e-05
60,0.6967736586696938,0.18062253718909932,0.009385977680278096,0.008257002687983973,0.008642269468866192,0.0735943707913069,0.007196527844030038,0.015073804046174658,9.837036793286322e-05,0.0003554812546342346
61,0.7445712412733593,0.0052192000786317715,0.0012857483297666534,0.10992897006813024,0.00813070506775484,0.048226282672765,0.054680847361603384,0.004286874515634788,0.0007843748056657683,0.022885755826688146
62,0.9635596092091124,0.003381163462946115,0.01791680892452914,0.0008042276358335794,0.002345251359253676,0.007801202354411592,0.0007928780237048277,0.00047959045323976067,6.455509147183676e-05,0.0028547134854969487
63,0.026736447783153844,0.267741741961661,0.0002972617932720517,0.42906608488616915,0.020202035410860145,0.18490715554122683,0.033753553774344275,0.028519634034257727,0.0005352696568090145,0.008240815158245937
64,0.993481129437897,0.00012077869061079539,0.004821610733490778,2.177233951834637e-05,3.580923186425157e-05,7.669537338236663e-05,0.0003304153200179998,0.001081382094586106,8.692834290602639e-06,2.1713944341719782e-05
65,0.29664155444396606,0.009208038541920406,0.004843059496145271,0.21339820536145548,0.07061294259003408,0.2995058981807804,0.04062454795758696,0.01479104330103438,0.049487186386018324,0.000887523741058738
66,0.6476237062143734,0.34644492530409804,1.3016937038926609e-05,4.29592648248716e-07,0.0004606306528202806,2.0826930184545627e-05,9.687487497733356e-06,1.1349987200827009e-06,2.528118639314944e-07,0.005425389070754782
67,0.6799547046622657,0.022423497950024306,0.0014229511271388806,0.012792483915742794,0.00029198399939296156,0.03918276274309428,0.00047900603243812605,0.21472532493630195,0.019335180172669077,0.009392104460931994
68,0.011812841968007647,0.42135232463312855,7.236531473556522e-05,0.42442600965318267,0.024950258228906168,0.007633093904751459,0.10524240266826508,0.0005315496286304122,9.419203798107114e-05,0.0038849619624114233
69,0.04926996765063224,0.7896414136210927,0.033245383415533014,0.043576155355809505,0.055719622945619836,0.018201268449065947,0.00699597457626578,6.335829544055173e-05,0.0010132173349631719,0.002273638355577105
70,0.7914643012229532,0.09227237796280192,0.0627001373839737,0.0056340880378509825,0.008211933182423477,0.0030627308800369474,0.003319483829313713,0.020580861127570908,0.0010940830973510387,0.011660003275724048
71,0.9588919099618624,0.0031972218738965667,0.0008145472520132909,2.5519606352717903e-08,0.0016106233479244812,0.0015092006687079608,8.586344187161093e-05,0.033231044938831084,3.421065628195684e-05,0.0006253523390040809
72,0.5238295099097026,0.02340321270772552,0.0011999747285330994,0.009975487405170584,0.3672306345391966,0.014372363935095781,0.02943155774370428,0.021227990440633195,0.004650614324356899,0.004678654265881441
73,0.384353390290464,0.007193028360109913,0.0018599707496437003,0.028328859344310755,0.006266315842573306,0.24282809823373372,0.000926216840570248,0.3046199533240456,0.0004675658256928163,0.023156601188855944
74,0.20675889944702688,0.0051910109030764455,0.01887702424649315,0.03468778005654719,0.10005214852479831,0.04633862975224946,0.4672444192957198,0.00424907286344786,0.00013412750767260618,0.11646688740296833
75,0.4954981083948259,0.0012876582356188431,0.0023134292615455496,7.271565671373259e-05,0.004414332826200962,0.0005211974008913167,0.008463060955778885,0.4842756090325719,0.0024387879366118115,0.0007151002992412572
76,0.011393130873955977,0.6195911730521595,0.3652213140083489,1.1566473276943522e-05,1.1897469628006344e-05,0.003262645255084919,0.0002564687197634867,7.740302092249406e-08,0.00011399568300889325,0.00013773106175235113
77,0.5384476559896092,0.34987031840827376,0.003280340308738669,0.0007531139523046069,0.00020392063071849792,0.0696323860558051,0.00011242574975125106,0.03758030703854491,8.178692484354308e-06,0.00011135317376973145
78,0.04568004945751262,0.10117989018681123,0.7211942197151736,0.001659968470134389,0.002841137015336841,0.09979017011952322,0.005442367883832163,0.00016716884900597241,0.019763660023335308,0.0022813682793345383
79,0.10324367742900814,0.00882221496176603,0.03586775570070905,0.004873207860367965,0.0086992101569789,0.18655072416246782,0.028042993534342576,0.00022901164901391313,0.6204956755642524,0.0031755289810931116
80,0.38242249416654517,0.10898514892914292,0.004749546495352757,0.027882984676556945,0.006667565998744533,0.009988037368566339,0.018461319152403673,0.03490659411895186,0.02833812457142868,0.37759818452230715
81,0.03255692862947535,0.08124866957468814,0.35379840763477965,0.007265024316618975,0.0017149202573201944,0.4781263603504527,0.0001131286810735491,1.549185863243762e-05,0.010555162459225342,0.03460590623773363
82,0.9170001136648899,0.023098412626546078,5.394551636150844e-05,0.0012112041427659096,0.00379556527060395,0.0016216838546142178,0.029030469163004398,0.021571375194431343,0.0025064082933375807,0.0001108222734451475
83,0.7197720557443146,0.018329051618778923,9.629250844909252e-06,0.000652769504118216,0.0035268761517573237,0.0020005202524555517,0.066505602979066,0.008197793818283861,0.17610017806079906,0.004905522619581574
84,0.5097609531222264,0.3400966272965962,0.0007818489528419486,0.1336850813763537,0.001993389077242759,0.004672687931419801,0.007924044126624471,0.00028822265243697937,7.385287171404186e-06,0.0007897601770861448
85,0.005354791242831009,0.007294568890527037,0.5082485110759462,0.0016105674415218174,0.0010027172709643362,0.027293565020223527,0.00324552799860856,8.230064044449798e-06,0.44593120868361086,1.0312311722311347e-05
86,0.8766194645490992,0.00233429168096495,0.0017703735715491572,0.0004169127805669326,0.020452755717739926,0.0004402028429679505,0.07717096297998982,0.013374992194812951,0.0007555715002314878,0.006664472182077714
87,0.084599357799439,0.12147513889510822,0.008373284796528355,0.5337505944476634,0.00013012861325475836,0.002505185953193648,0.21513285562118475,1.8649736449322086e-07,3.465776348599993e-06,0.03402980159991493
88,0.008564580514427031,0.2679881784170731,0.29462871659867773,0.003851367721658475,0.0018292132690953184,0.41045170594937047,0.0038520079632165115,0.00015837988008819817,0.00040158334489767884,0.008274266341495591
89,0.07775750204337968,0.0007063850873534712,0.034497042992142936,0.20517918439027324,0.005276462207686923,0.03286623723050533,0.008884815239935975,0.5564824786774712,0.00018498908163657048,0.07816490304961461
90,0.7483189142151876,0.009647917213065413,0.007517391534964371,0.02688414405732524,0.004610194442983735,0.01606832330759773,0.03343688689138322,0.13746749305714476,0.00356653969199396,0.01248219558835394
91,0.4894725814552521,0.011910120533715925,0.011260699136734598,0.03983318009278356,0.01155318844286524,0.21533809294066883,0.006909696551720771,0.008315665456857746,0.000880909025613552,0.20452586636378753
92,0.08977996689534978,0.3149222834503156,0.516843104243859,0.00969121691430153,0.02917149561132091,0.004303911877419848,0.026614715560565067,0.003975946172827026,0.0026030437396060277,0.0020943155344352493
93,0.9021768752201476,0.026149908285612818,0.0010220722418090487,9.167368722743517e-05,0.037620539728616835,0.000686158023387513,0.013286290530919793,0.003140097568795343,0.013297151215959263,0.0025292334975244297
94,0.9796197931047431,0.003981074009182388,0.011416274350659453,1.9490604521280224e-05,0.0011549839893977374,0.00025077012962091186,5.887456864827914e-05,0.0019028350912137968,0.0006170001999537371,0.000978903952059051
95,0.7917443849672012,0.08906421510856707,0.0006441173447437862,0.00706892451896141,0.08585400512984466,0.0013933091975735815,0.01660130782478633,0.0003631084520538048,0.007043439591013715,0.00022318786525444957
96,0.8051154961008009,0.013593003328619017,2.92005082535605e-05,0.08644683706048946,0.000885944770681661,0.02693470299595348,0.03416132275773827,0.02195511720206623,0.0019858660157691024,0.00889250925962818
97,0.012938423397830523,0.004288244049769992,0.004246769572851515,0.00033342965085070357,0.8528156683431447,0.10116748374921722,0.014958876925553604,0.006278588262216147,0.002659978282557657,0.0003125377660080117
98,0.11091678550274695,0.3051148790760209,0.027685378974578234,0.3168238363044193,0.012947934661425244,0.1140727229690212,0.06963514111649025,0.03988167532310494,5.907484551202934e-05,0.0028625712266810654
99,0.1718889225234971,0.588513981284125,0.010963897279130415,0.0011914747981174316,0.08850983542118997,0.015130388003539675,0.12017892105311034,0.0018439739102848144,0.0016119824465100287,0.00016662328049518436
100,0.19591397250163306,0.0023158279856158636,0.31495703749753495,0.09013642238711828,0.037948796780665685,0.022238037508472763,0.013234106658330847,0.2205706745659379,0.09125292538508066,0.011432198729610042
101,0.8021959230541804,0.0069363470688741284,0.001171784217495358,0.00011801085203090205,0.14998590337798212,0.001979583967580443,0.03379003829763425,0.0015545581565523533,3.5974178548859317e-05,0.0022318768291212624
102,0.10564532404265174,0.008967183833714526,0.0003889574411846461,0.49300087848679375,0.11903707877081125,0.01438978431474009,0.16458256820772324,0.006145186122690333,0.003180728905949822,0.08466230987374074
103,0.3961707995193904,0.011841123734861245,0.0003733961534312926,0.11302715613886485,0.2678605556077177,0.03230462201028798,0.01597581100636386,0.006110727772182817,0.05856589303144577,0.09776991502545415
104,0.8135904810576013,0.030093360141881968,0.0011088682354734635,0.0032281966976207463,0.07019419425778844,0.0014394770332283125,0.06537524165566043,0.012480932944954025,0.0012892602614283447,0.0011999877143629156
105,0.07169951375994252,0.12237628684042157,0.00023261801517820817,0.6624022474657766,0.015087669377775595,0.00013859751418979525,0.11204861381601798,0.000721323107249791,0.015203533008753082,8.959709469482008e-05
106,0.6145195323434677,0.33035970103204465,4.8726968177374786e-05,2.048717298893495e-06,0.006616566605512283,8.869280056156026e-05,5.670996600551839e-05,0.04759261604066047,0.0007101958722006836,5.209654070833059e-06
107,0.6872461344793931,0.0008507115949338747,0.00024014298681883454,0.0004208760362511174,0.15893715574419634,0.0032859643225891942,0.009157102250988928,0.13280372629850531,0.0060892054496876616,0.0009689808366357577
108,0.9871093347828124,0.002636711829730321,7.98268024906244e-06,0.0008712488511095763,0.0001817823646466975,0.00039884516171123364,0.005491444495120507,2.9994145550861566e-05,0.0015980945080083424,0.0016745611810610906
109,0.09080375656437452,0.5864101584643595,0.005025005067261055,0.25040007074505677,0.012051410483022879,0.011473207319651582,0.02667286176124894,0.00042024597924986335,0.011174229540509718,0.005569054075265114
110,0.32007084938466956,0.003139930145909345,0.055372337825073496,0.14112488224711658,0.0052985675932095255,0.005894432169878859,0.00030738815269852474,0.4631274402537573,1.7762894160908724e-05,0.005646409333526
111,0.0444768778405852,0.07881707599122807,0.799558718715067,0.02337007971437989,0.00037410336430506434,0.009215378708949855,0.010473702614596634,0.029045843126191323,0.0006947541094645157,0.003973465815232681
112,0.003153456207128214,0.9921596881110484,0.003025451131883978,1.2245100104959607e-07,5.079256806168775e-05,3.1388769641540155e-07,0.001302661584234944,2.308904672289129e-06,0.00028912750981918754,1.607764445379175e-05
113,0.898339602532094,0.019768918543745292,0.00016110857974842055,0.00011218153723374381,0.0011391908567440945,0.004158678856364853,0.002927023270956058,0.05207981250525169,0.020742697745186278,0.0005707855726755565
114,0.6789870383306612,0.007271391489713088,0.004106578189355513,0.0016533930268843844,0.013492940042368161,0.0013701779511679994,0.05213318901332741,0.21412975036123671,0.0012738596626156102,0.025581681932669784
115,0.990803561317905,0.00658166496673282,0.00026252117799119534,2.1089027537592995e-08,0.0013514477661426215,4.25003096868267e-05,0.00011570422369260738,2.7207920172315838e-05,0.0008139778405721259,1.39338807697148e-06
116,0.3289473424135573,0.00022948108424534819,0.00013401726942356067,0.29365209057509756,0.0036746915863017627,0.017967745136350015,0.08269203692615873,0.24732538132047482,0.0005458562601254348,0.02483135742826559
117,0.9603949784005431,0.01433715551589847,0.01766629323941282,3.595457139832951e-05,0.0016571611375478623,7.480937164352429e-05,0.003410886474374151,0.00012176551077993309,0.0014590355177764602,0.0008419602606254658
118,0.9517261376570284,0.008231331761333286,0.02482913029476168,3.784447698503342e-05,6.028252444678558e-05,0.006527198748123543,0.0023650046912977066,0.0005544723949396231,0.0005881773483962463,0.005080420102687674
119,0.9374331623310501,0.003147837895938681,0.001035412522983778,7.220818353118585e-05,0.050433283073095615,0.001117969640390809,0.005687481363913346,0.00016852553557336017,0.000616314493367625,0.00028780496015562825
120,0.730021780423805,0.026768469632739045,0.1614894461079646,0.0004169390246524239,0.007805918947329421,0.0006431908922932462,0.0015672877749214273,0.025268147660952027,0.0018633911499800764,0.04415542838536292
121,0.6901801073296264,0.016240937032428005,0.016042545314842893,0.00017532684540214966,0.0005883669766440945,0.000977027813519554,0.007838137171604614,0.2674617600855082,3.311322798766631e-06,0.0004924801076254216
122,0.9814328031029197,0.0044655776133670794,8.489479315767637e-05,0.00019024953007469852,0.003403146922530343,0.0002727196534199007,0.0025508520601769153,0.0013334758525366777,0.00011244799097745368,0.0061538324808395935
123,0.10588516570450042,0.6579759497019947,0.0007358965371403657,0.008763466352654273,0.1542343520206664,0.06265380787482074,0.00015605048790116088,0.0032909177356561002,0.00058723852034198,0.00571715506432382
124,0.9543000314653164,0.018550688398088863,0.00010988786451403711,0.0004053145692884224,0.004998416780566349,0.0034965752170882697,0.011016157399468145,0.004311696771582585,0.001412323076048295,0.0013989084580386935
125,0.07441758545038225,0.021744061472581174,0.58997068667437,0.0033255226505485335,0.19264072355865977,0.024075249097702086,0.0908456894022728,0.0016640045310740298,0.0006142180832214082,0.0007022590791878912
126,0.20220372767076655,0.21520967233555477,0.06414919433402472,0.05189663800514927,0.2415570919988333,0.030193745789593888,0.06638987175739385,0.0043534761641668375,0.09712419428493949,0.026922387659577197
127,0.8298095800427469,0.04146623041467723,0.004454969498825918,0.0006310990657042493,0.018762775225404784,0.00811304601542152,0.01692785890002909,0.019410795729298592,0.0002796330519821804,0.06014401205590967
128,0.98381105437459,0.005700749173783782,0.008480445492496498,9.87653285472206e-05,1.7726825178914124e-05,0.0009253417198009562,0.00041363887180975733,0.00036379506238053263,7.504374910769706e-07,0.00018773271392126032
129,0.0035788895451107894,0.28489696851018714,0.10293358100298669,0.298548989599701,3.7175862266582296e-05,0.19580699722575823,0.0004204208612215836,0.00039823812374634523,0.108010619763859,0.005368119505162751
130,0.20921182694123572,0.7769301071830106,5.5016855382195755e-06,0.0007405336016256833,8.124003589149849e-05,0.00019232734682420022,0.012804052262724032,4.983643000641953e-07,1.3960709466153704e-06,3.251650790349518e-05
131,0.05938992639520966,0.0010464978931574648,0.0006123712666686148,0.026600059421101597,0.7270994816003237,0.1242686812063999,0.0587716935338325,0.0003028263749175081,0.0019057773753932978,2.6849329958612015e-06
132,0.7896271899656375,0.0021317096471728807,0.000908559251411455,3.935584891328981e-05,0.05734553909924809,0.0031622035382493936,0.0038915761642687916,0.1331686425671173,0.0007179607724615973,0.009007263145519619
133,0.8744630177313909,0.003501606906763185,0.002085997201004603,0.0067590932767170875,0.020402713142459998,0.01072140156518471,0.010718697864282985,0.05096448421963415,0.00029342797019066996,0.020089560122371678
134,0.027462952433264725,0.04916727826410176,0.0004901593376567261,0.05715857679794349,0.3016054073091642,0.06267682085019792,0.08565713401008308,0.2690268871576128,0.08446683274572529,0.062287951094249845
135,0.6805882173281396,0.004445503482976119,0.2988991159130218,0.0030673994622514395,0.00818099122028159,0.0029367680082852316,0.0015452035006528273,7.749727193809226e-05,7.177255635290282e-05,0.00018753125610042565
136,0.05314679383889262,0.020926761466451834,0.0009456554505187398,0.6040891615123245,0.059558232209092704,0.1784189653103945,0.013384976382422894,0.06421610303150004,3.75779089924055e-05,0.005275772889409771
137,0.09914037734345786,0.024777895361413466,0.06707052682950693,0.005009024947714641,0.001622007157863693,0.7802611247712017,0.016422970469434958,0.00011511124421764502,0.005520104207371299,6.0857667817933023e-05
138,0.11102805349641491,0.0010868329566584816,0.8533898587927887,0.0028078934111150627,0.017920711590755777,0.010966945234209758,0.00016254136334263591,2.545242681496822e-06,0.0025725982843621234,6.20196276709667e-05
139,0.8412098668197492,0.0012085803756788703,0.0381955146205888,0.01852202973993046,0.0200924926135234,0.0160590241368164,0.0391214288746815,0.002934196824420212,0.016145368424260037,0.006511497570351158
140,0.6596011176355101,0.06052340752315673,0.0004245879537146866,0.010429453278686714,0.004835394591131421,0.0035808632066055036,0.013937828739415266,0.24126000599983916,0.0003204948476528687,0.005086846224287562
141,0.6626793774624564,0.09225569367144497,0.0008239506768191346,0.006715151205409184,0.012927501909675326,0.007480976553263866,0.005867870424615641,0.20435235615408368,0.005342436101918751,0.0015546858403129974
142,0.3349776081854515,0.025851847170673316,0.0026576986867427126,0.0020105013322858807,0.02784332604633728,0.00018180662610213578,0.0034686321045143682,0.5843606558046274,0.00011615867183222151,0.018531765371433077
143,0.25105768525083405,0.1909738907750576,5.0529399850586306e-05,0.0004696619310999498,0.35714633973169363,0.007300299131870883,0.09302921888827805,0.09958492975124392,0.0003851839170578959,2.261223013628853e-06
